user_id,user_name,user_age,user_gender,user_wage,product_id,product_type,user_type,action,action_score,action_time,action_range
4,郭思帆,43,男,6791,10060657334550,时尚服装,时尚达人,浏览,1,2022-10-04 12:13,08~13时
4,郭思帆,43,男,6791,100010436869,时尚服装,时尚达人,分享,3,2023-03-01 20:40,13-20时
4,郭思帆,43,男,6791,100042838858,时尚服装,时尚达人,分享,3,2023-03-13 07:54,00~08时
4,郭思帆,43,男,6791,10043081781630,时尚服装,时尚达人,浏览,1,2023-02-05 20:51,13-20时
4,郭思帆,43,男,6791,10042579984771,时尚服装,时尚达人,分享,3,2023-01-26 17:32,13-20时
4,郭思帆,43,男,6791,10044566486597,时尚服装,时尚达人,收藏,2,2022-12-18 11:53,08~13时
4,郭思帆,43,男,6791,10069555130918,时尚服装,时尚达人,推荐,4,2022-11-23 19:22,13-20时
4,郭思帆,43,男,6791,100036121997,时尚服装,时尚达人,浏览,1,2023-02-19 08:22,00~08时
4,郭思帆,43,男,6791,10069555199476,时尚服装,时尚达人,分享,3,2022-12-27 04:30,00~08时
4,郭思帆,43,男,6791,100040566902,时尚服装,时尚达人,收藏,2,2022-09-18 02:39,00~08时
4,郭思帆,43,男,6791,27657186013,时尚服装,时尚达人,推荐,4,2022-10-15 22:40,20-23时
4,郭思帆,43,男,6791,10070178540874,时尚服装,时尚达人,推荐,4,2023-02-13 02:17,00~08时
4,郭思帆,43,男,6791,100042157107,时尚服装,时尚达人,收藏,2,2022-10-04 14:26,13-20时
4,郭思帆,43,男,6791,10068385971134,时尚服装,时尚达人,收藏,2,2023-03-03 05:36,00~08时
4,郭思帆,43,男,6791,100045607730,时尚服装,时尚达人,推荐,4,2023-03-13 18:16,13-20时
4,郭思帆,43,男,6791,10070237931519,时尚服装,时尚达人,分享,3,2023-02-05 15:51,13-20时
4,郭思帆,43,男,6791,10069555030938,时尚服装,时尚达人,浏览,1,2022-09-30 12:27,08~13时
4,郭思帆,43,男,6791,10070008784675,时尚服装,时尚达人,推荐,4,2023-03-14 01:54,00~08时
4,郭思帆,43,男,6791,100045165378,时尚服装,时尚达人,收藏,2,2023-02-27 07:29,00~08时
4,郭思帆,43,男,6791,10070026977541,时尚服装,时尚达人,分享,3,2022-12-10 04:12,00~08时
4,郭思帆,43,男,6791,100052713687,时尚服装,时尚达人,购买,5,2023-02-28 11:35,08~13时
4,郭思帆,43,男,6791,10041413104776,时尚服装,时尚达人,收藏,2,2022-10-03 07:31,00~08时
4,郭思帆,43,男,6791,10046815840136,时尚服装,时尚达人,收藏,2,2022-09-16 05:53,00~08时
4,郭思帆,43,男,6791,68696016720,时尚服装,时尚达人,浏览,1,2022-12-07 13:15,08~13时
4,郭思帆,43,男,6791,10069199928307,时尚服装,时尚达人,推荐,4,2023-01-06 09:51,08~13时
4,郭思帆,43,男,6791,100044110042,时尚服装,时尚达人,推荐,4,2023-03-13 15:10,13-20时
4,郭思帆,43,男,6791,10070091067689,时尚服装,时尚达人,购买,5,2022-12-20 22:34,20-23时
4,郭思帆,43,男,6791,10069541280881,时尚服装,时尚达人,收藏,2,2023-03-05 13:17,08~13时
4,郭思帆,43,男,6791,10068652394288,时尚服装,时尚达人,浏览,1,2022-10-11 14:25,13-20时
4,郭思帆,43,男,6791,10069908389703,时尚服装,时尚达人,收藏,2,2022-11-19 00:14,00~08时
4,郭思帆,43,男,6791,10054875440202,时尚服装,时尚达人,浏览,1,2022-09-20 01:23,00~08时
4,郭思帆,43,男,6791,10069319619073,时尚服装,时尚达人,推荐,4,2022-10-26 19:23,13-20时
4,郭思帆,43,男,6791,10069056195322,时尚服装,时尚达人,推荐,4,2022-12-26 06:51,00~08时
4,郭思帆,43,男,6791,10068716737409,时尚服装,时尚达人,推荐,4,2022-12-14 17:23,13-20时
4,郭思帆,43,男,6791,65933182056,时尚服装,时尚达人,推荐,4,2022-11-01 18:13,13-20时
4,郭思帆,43,男,6791,10034547484108,时尚服装,时尚达人,推荐,4,2022-11-26 00:42,00~08时
4,郭思帆,43,男,6791,10068552166525,时尚服装,时尚达人,浏览,1,2022-11-12 04:32,00~08时
4,郭思帆,43,男,6791,67711719961,时尚服装,时尚达人,分享,3,2022-10-14 02:14,00~08时
4,郭思帆,43,男,6791,10043278167894,时尚服装,时尚达人,分享,3,2023-02-04 05:21,00~08时
4,郭思帆,43,男,6791,10069822904107,时尚服装,时尚达人,推荐,4,2022-10-22 13:30,08~13时
4,郭思帆,43,男,6791,10068477825682,时尚服装,时尚达人,购买,5,2023-01-26 10:48,08~13时
4,郭思帆,43,男,6791,10034542881271,时尚服装,时尚达人,推荐,4,2022-09-20 11:54,08~13时
4,郭思帆,43,男,6791,10068951854312,时尚服装,时尚达人,购买,5,2022-12-26 07:29,00~08时
4,郭思帆,43,男,6791,100044926046,时尚服装,时尚达人,收藏,2,2023-03-09 04:32,00~08时
4,郭思帆,43,男,6791,10069590385895,时尚服装,时尚达人,分享,3,2022-11-04 07:15,00~08时
4,郭思帆,43,男,6791,100034701969,时尚服装,时尚达人,收藏,2,2022-09-19 02:35,00~08时
4,郭思帆,43,男,6791,100024614728,时尚服装,时尚达人,购买,5,2022-12-16 21:53,20-23时
4,郭思帆,43,男,6791,10070438999284,时尚服装,时尚达人,分享,3,2023-01-07 11:25,08~13时
4,郭思帆,43,男,6791,10067991759554,时尚服装,时尚达人,推荐,4,2023-02-06 15:29,13-20时
4,郭思帆,43,男,6791,10069328331714,时尚服装,时尚达人,推荐,4,2022-12-13 13:19,08~13时
4,郭思帆,43,男,6791,10029303481732,时尚服装,时尚达人,收藏,2,2023-02-08 11:24,08~13时
4,郭思帆,43,男,6791,10068418936308,时尚服装,时尚达人,浏览,1,2022-10-16 05:22,00~08时
4,郭思帆,43,男,6791,100053145939,时尚服装,时尚达人,购买,5,2023-01-20 02:37,00~08时
4,郭思帆,43,男,6791,10069543580220,时尚服装,时尚达人,分享,3,2022-09-18 05:21,00~08时
4,郭思帆,43,男,6791,10068102278283,时尚服装,时尚达人,购买,5,2023-01-01 12:11,08~13时
4,郭思帆,43,男,6791,10070548426736,时尚服装,时尚达人,收藏,2,2022-12-01 22:32,20-23时
4,郭思帆,43,男,6791,10047518198140,时尚服装,时尚达人,浏览,1,2022-11-20 20:47,13-20时
4,郭思帆,43,男,6791,10068074320269,时尚服装,时尚达人,浏览,1,2022-10-08 13:55,08~13时
4,郭思帆,43,男,6791,10042579984771,时尚服装,时尚达人,浏览,1,2022-12-17 05:52,00~08时
4,郭思帆,43,男,6791,100042785208,时尚服装,时尚达人,收藏,2,2022-12-23 18:13,13-20时
4,郭思帆,43,男,6791,10069740194291,时尚服装,时尚达人,浏览,1,2022-12-02 21:29,20-23时
4,郭思帆,43,男,6791,100036080873,时尚服装,时尚达人,浏览,1,2022-09-25 10:12,08~13时
4,郭思帆,43,男,6791,10068861921880,时尚服装,时尚达人,浏览,1,2022-11-01 22:10,20-23时
4,郭思帆,43,男,6791,100036126159,时尚服装,时尚达人,收藏,2,2023-02-14 07:14,00~08时
4,郭思帆,43,男,6791,10069566627573,时尚服装,时尚达人,购买,5,2022-11-07 16:55,13-20时
4,郭思帆,43,男,6791,100032647678,时尚服装,时尚达人,推荐,4,2022-11-08 20:33,13-20时
4,郭思帆,43,男,6791,100045700794,时尚服装,时尚达人,浏览,1,2023-01-25 13:33,08~13时
4,郭思帆,43,男,6791,10034588287544,时尚服装,时尚达人,推荐,4,2022-12-23 15:56,13-20时
4,郭思帆,43,男,6791,100053002183,时尚服装,时尚达人,收藏,2,2022-10-24 08:51,00~08时
4,郭思帆,43,男,6791,100044715734,时尚服装,时尚达人,浏览,1,2022-10-02 02:56,00~08时
4,郭思帆,43,男,6791,100044176744,时尚服装,时尚达人,推荐,4,2022-11-09 10:31,08~13时
4,郭思帆,43,男,6791,100004296495,时尚服装,时尚达人,收藏,2,2022-11-30 13:23,08~13时
4,郭思帆,43,男,6791,100034249799,时尚服装,时尚达人,收藏,2,2022-11-03 10:47,08~13时
4,郭思帆,43,男,6791,100034219885,时尚服装,时尚达人,购买,5,2022-11-18 13:51,08~13时
4,郭思帆,43,男,6791,65685861213,时尚服装,时尚达人,浏览,1,2022-11-23 02:47,00~08时
4,郭思帆,43,男,6791,10069730482467,时尚服装,时尚达人,购买,5,2022-10-05 15:25,13-20时
4,郭思帆,43,男,6791,10037325445964,时尚服装,时尚达人,购买,5,2023-01-02 10:27,08~13时
4,郭思帆,43,男,6791,10068500786821,时尚服装,时尚达人,推荐,4,2022-10-18 00:24,00~08时
4,郭思帆,43,男,6791,10068613043702,时尚服装,时尚达人,收藏,2,2022-10-10 04:27,00~08时
4,郭思帆,43,男,6791,10070176681512,时尚服装,时尚达人,分享,3,2022-11-19 22:29,20-23时
4,郭思帆,43,男,6791,10038738382881,时尚服装,时尚达人,浏览,1,2023-01-17 08:23,00~08时
4,郭思帆,43,男,6791,10070337153782,时尚服装,时尚达人,分享,3,2023-03-16 14:55,13-20时
4,郭思帆,43,男,6791,71287846694,时尚服装,时尚达人,浏览,1,2022-11-08 20:10,13-20时
4,郭思帆,43,男,6791,10068832845996,时尚服装,时尚达人,分享,3,2023-03-09 22:20,20-23时
4,郭思帆,43,男,6791,10069942016306,时尚服装,时尚达人,收藏,2,2022-09-17 13:30,08~13时
6,杨园,48,女,6142,10038738382881,时尚服装,时尚达人,收藏,2,2023-03-16 12:36,08~13时
6,杨园,48,女,6142,10070548426736,时尚服装,时尚达人,分享,3,2022-10-27 20:39,13-20时
6,杨园,48,女,6142,10068102278283,时尚服装,时尚达人,收藏,2,2022-11-27 16:17,13-20时
6,杨园,48,女,6142,10069056195322,时尚服装,时尚达人,购买,5,2022-12-31 12:13,08~13时
6,杨园,48,女,6142,10069590385895,时尚服装,时尚达人,推荐,4,2022-10-11 18:43,13-20时
6,杨园,48,女,6142,10047518198140,时尚服装,时尚达人,购买,5,2022-10-02 18:16,13-20时
6,杨园,48,女,6142,10068832845996,时尚服装,时尚达人,收藏,2,2022-10-04 15:44,13-20时
6,杨园,48,女,6142,100040566902,时尚服装,时尚达人,收藏,2,2022-09-25 16:55,13-20时
6,杨园,48,女,6142,10068074320269,时尚服装,时尚达人,购买,5,2022-10-25 14:36,13-20时
6,杨园,48,女,6142,100034701969,时尚服装,时尚达人,推荐,4,2022-10-29 11:55,08~13时
6,杨园,48,女,6142,100045607730,时尚服装,时尚达人,购买,5,2022-10-23 10:38,08~13时
6,杨园,48,女,6142,10070178540874,时尚服装,时尚达人,推荐,4,2022-10-25 18:40,13-20时
6,杨园,48,女,6142,10068385971134,时尚服装,时尚达人,分享,3,2022-11-02 20:30,13-20时
6,杨园,48,女,6142,10069555199476,时尚服装,时尚达人,浏览,1,2022-11-17 16:26,13-20时
6,杨园,48,女,6142,10069555130918,时尚服装,时尚达人,收藏,2,2022-10-29 16:45,13-20时
6,杨园,48,女,6142,10029303481732,时尚服装,时尚达人,分享,3,2022-12-22 14:27,13-20时
6,杨园,48,女,6142,100044715734,时尚服装,时尚达人,收藏,2,2022-12-09 19:37,13-20时
6,杨园,48,女,6142,10060657334550,时尚服装,时尚达人,浏览,1,2022-10-08 17:19,13-20时
6,杨园,48,女,6142,100053145939,时尚服装,时尚达人,分享,3,2022-12-16 12:53,08~13时
6,杨园,48,女,6142,10069199928307,时尚服装,时尚达人,购买,5,2023-01-21 16:33,13-20时
6,杨园,48,女,6142,100044110042,时尚服装,时尚达人,收藏,2,2022-12-14 16:51,13-20时
6,杨园,48,女,6142,10070176681512,时尚服装,时尚达人,购买,5,2022-11-16 12:25,08~13时
6,杨园,48,女,6142,100036126159,时尚服装,时尚达人,浏览,1,2023-03-13 11:36,08~13时
6,杨园,48,女,6142,10068418936308,时尚服装,时尚达人,推荐,4,2022-12-01 10:52,08~13时
6,杨园,48,女,6142,100045700794,时尚服装,时尚达人,推荐,4,2022-09-18 15:58,13-20时
6,杨园,48,女,6142,100045165378,时尚服装,时尚达人,收藏,2,2022-12-11 12:22,08~13时
6,杨园,48,女,6142,10068861921880,时尚服装,时尚达人,浏览,1,2022-12-16 10:54,08~13时
6,杨园,48,女,6142,10054875440202,时尚服装,时尚达人,推荐,4,2023-02-09 12:39,08~13时
6,杨园,48,女,6142,10067991759554,时尚服装,时尚达人,浏览,1,2023-03-03 19:21,13-20时
6,杨园,48,女,6142,10069543580220,时尚服装,时尚达人,购买,5,2023-02-12 14:58,13-20时
6,杨园,48,女,6142,68696016720,时尚服装,时尚达人,分享,3,2022-11-17 20:34,13-20时
6,杨园,48,女,6142,10037325445964,时尚服装,时尚达人,收藏,2,2022-12-28 11:45,08~13时
6,杨园,48,女,6142,10069555030938,时尚服装,时尚达人,推荐,4,2023-01-27 20:13,13-20时
6,杨园,48,女,6142,10069962984132,时尚服装,时尚达人,购买,5,2022-10-20 11:23,08~13时
6,杨园,48,女,6142,10069566627573,时尚服装,时尚达人,浏览,1,2022-10-26 19:39,13-20时
6,杨园,48,女,6142,100024614728,时尚服装,时尚达人,浏览,1,2022-11-28 16:38,13-20时
6,杨园,48,女,6142,10069822904107,时尚服装,时尚达人,收藏,2,2023-02-08 14:43,13-20时
6,杨园,48,女,6142,65933182056,时尚服装,时尚达人,推荐,4,2023-01-28 13:16,08~13时
6,杨园,48,女,6142,67711719961,时尚服装,时尚达人,推荐,4,2023-01-19 16:30,13-20时
6,杨园,48,女,6142,10069541280881,时尚服装,时尚达人,推荐,4,2023-01-02 14:13,13-20时
6,杨园,48,女,6142,10070026977541,时尚服装,时尚达人,购买,5,2022-10-22 10:36,08~13时
6,杨园,48,女,6142,10042579984771,时尚服装,时尚达人,推荐,4,2022-12-07 12:10,08~13时
6,杨园,48,女,6142,27657186013,时尚服装,时尚达人,收藏,2,2022-10-08 18:52,13-20时
6,杨园,48,女,6142,10069730482467,时尚服装,时尚达人,浏览,1,2023-02-24 16:10,13-20时
6,杨园,48,女,6142,100044176744,时尚服装,时尚达人,推荐,4,2023-02-14 19:54,13-20时
6,杨园,48,女,6142,100004296495,时尚服装,时尚达人,收藏,2,2022-11-19 12:31,08~13时
6,杨园,48,女,6142,100034219885,时尚服装,时尚达人,浏览,1,2023-02-11 14:39,13-20时
6,杨园,48,女,6142,10069555226566,时尚服装,时尚达人,推荐,4,2023-02-23 17:57,13-20时
6,杨园,48,女,6142,100010436869,时尚服装,时尚达人,浏览,1,2022-09-17 18:17,13-20时
6,杨园,48,女,6142,10068477825682,时尚服装,时尚达人,分享,3,2022-09-30 12:13,08~13时
6,杨园,48,女,6142,10070438999284,时尚服装,时尚达人,购买,5,2022-11-19 17:25,13-20时
6,杨园,48,女,6142,10068500786821,时尚服装,时尚达人,浏览,1,2023-02-05 19:28,13-20时
6,杨园,48,女,6142,100042838858,时尚服装,时尚达人,购买,5,2022-12-28 11:13,08~13时
6,杨园,48,女,6142,10034588287544,时尚服装,时尚达人,购买,5,2022-11-16 11:11,08~13时
6,杨园,48,女,6142,10046815840136,时尚服装,时尚达人,分享,3,2023-01-24 11:19,08~13时
6,杨园,48,女,6142,100042157107,时尚服装,时尚达人,收藏,2,2022-11-21 18:46,13-20时
6,杨园,48,女,6142,10042579984771,时尚服装,时尚达人,浏览,1,2022-12-20 17:50,13-20时
6,杨园,48,女,6142,10070091067689,时尚服装,时尚达人,收藏,2,2022-11-03 18:42,13-20时
6,杨园,48,女,6142,10034547484108,时尚服装,时尚达人,分享,3,2023-01-30 12:46,08~13时
6,杨园,48,女,6142,10068552166525,时尚服装,时尚达人,收藏,2,2022-10-22 12:31,08~13时
6,杨园,48,女,6142,10069942016306,时尚服装,时尚达人,浏览,1,2023-03-01 12:13,08~13时
6,杨园,48,女,6142,10070237931519,时尚服装,时尚达人,浏览,1,2022-10-16 11:51,08~13时
6,杨园,48,女,6142,100044926046,时尚服装,时尚达人,浏览,1,2022-11-11 18:36,13-20时
6,杨园,48,女,6142,10034542881271,时尚服装,时尚达人,推荐,4,2022-12-05 11:46,08~13时
6,杨园,48,女,6142,10069740194291,时尚服装,时尚达人,推荐,4,2023-01-29 12:37,08~13时
6,杨园,48,女,6142,10070337153782,时尚服装,时尚达人,推荐,4,2022-11-09 12:13,08~13时
6,杨园,48,女,6142,100036080873,时尚服装,时尚达人,浏览,1,2023-03-12 15:18,13-20时
6,杨园,48,女,6142,10069319619073,时尚服装,时尚达人,收藏,2,2023-03-15 11:47,08~13时
6,杨园,48,女,6142,10069956127190,时尚服装,时尚达人,购买,5,2023-02-15 10:18,08~13时
6,杨园,48,女,6142,10068716737409,时尚服装,时尚达人,推荐,4,2022-11-10 17:48,13-20时
6,杨园,48,女,6142,10043278167894,时尚服装,时尚达人,分享,3,2022-12-26 16:32,13-20时
6,杨园,48,女,6142,10043081781630,时尚服装,时尚达人,收藏,2,2023-01-13 16:10,13-20时
6,杨园,48,女,6142,10058547932048,时尚服装,时尚达人,购买,5,2022-09-24 19:58,13-20时
6,杨园,48,女,6142,10044566486597,时尚服装,时尚达人,推荐,4,2023-03-08 16:56,13-20时
6,杨园,48,女,6142,10068652394288,时尚服装,时尚达人,推荐,4,2023-03-16 17:28,13-20时
6,杨园,48,女,6142,65685861213,时尚服装,时尚达人,浏览,1,2023-02-13 18:56,13-20时
6,杨园,48,女,6142,100044286118,时尚服装,时尚达人,分享,3,2023-01-10 10:47,08~13时
6,杨园,48,女,6142,71287846694,时尚服装,时尚达人,浏览,1,2023-02-12 19:42,13-20时
6,杨园,48,女,6142,10069908389703,时尚服装,时尚达人,购买,5,2023-02-13 18:41,13-20时
6,杨园,48,女,6142,100036121997,时尚服装,时尚达人,浏览,1,2022-10-14 15:27,13-20时
6,杨园,48,女,6142,100052713687,时尚服装,时尚达人,浏览,1,2022-12-14 19:26,13-20时
7,孙玉梅,30,女,5911,100044286118,时尚服装,时尚达人,浏览,1,2022-12-26 08:46,00~08时
7,孙玉梅,30,女,5911,10044566486597,时尚服装,时尚达人,浏览,1,2023-02-20 16:56,13-20时
7,孙玉梅,30,女,5911,100045700794,时尚服装,时尚达人,购买,5,2023-02-02 11:17,08~13时
7,孙玉梅,30,女,5911,10034542881271,时尚服装,时尚达人,购买,5,2022-11-08 15:22,13-20时
7,孙玉梅,30,女,5911,10069908389703,时尚服装,时尚达人,购买,5,2022-09-19 06:21,00~08时
7,孙玉梅,30,女,5911,65685861213,时尚服装,时尚达人,推荐,4,2022-10-17 18:19,13-20时
7,孙玉梅,30,女,5911,100036080873,时尚服装,时尚达人,收藏,2,2022-11-06 21:21,20-23时
7,孙玉梅,30,女,5911,100032647678,时尚服装,时尚达人,推荐,4,2022-12-28 13:37,08~13时
7,孙玉梅,30,女,5911,10068500786821,时尚服装,时尚达人,购买,5,2023-01-23 21:35,20-23时
7,孙玉梅,30,女,5911,100004296495,时尚服装,时尚达人,浏览,1,2022-10-15 10:32,08~13时
7,孙玉梅,30,女,5911,10070091067689,时尚服装,时尚达人,收藏,2,2022-09-29 22:34,20-23时
7,孙玉梅,30,女,5911,10042579984771,时尚服装,时尚达人,分享,3,2022-12-14 08:49,00~08时
7,孙玉梅,30,女,5911,10069740194291,时尚服装,时尚达人,收藏,2,2022-12-19 13:41,08~13时
7,孙玉梅,30,女,5911,100024614728,时尚服装,时尚达人,浏览,1,2023-01-06 11:31,08~13时
7,孙玉梅,30,女,5911,10069590385895,时尚服装,时尚达人,分享,3,2023-01-26 09:22,08~13时
7,孙玉梅,30,女,5911,10069555130918,时尚服装,时尚达人,推荐,4,2022-10-14 17:41,13-20时
7,孙玉梅,30,女,5911,10068418936308,时尚服装,时尚达人,分享,3,2022-10-03 06:19,00~08时
7,孙玉梅,30,女,5911,10069056195322,时尚服装,时尚达人,分享,3,2023-01-02 13:11,08~13时
7,孙玉梅,30,女,5911,10068477825682,时尚服装,时尚达人,购买,5,2022-10-29 08:25,00~08时
7,孙玉梅,30,女,5911,71287846694,时尚服装,时尚达人,分享,3,2022-12-16 10:43,08~13时
7,孙玉梅,30,女,5911,10070237931519,时尚服装,时尚达人,购买,5,2022-09-16 16:21,13-20时
7,孙玉梅,30,女,5911,10068716737409,时尚服装,时尚达人,浏览,1,2023-02-04 21:44,20-23时
7,孙玉梅,30,女,5911,100044110042,时尚服装,时尚达人,购买,5,2023-01-28 11:56,08~13时
7,孙玉梅,30,女,5911,10068951854312,时尚服装,时尚达人,浏览,1,2022-11-29 07:37,00~08时
7,孙玉梅,30,女,5911,10043081781630,时尚服装,时尚达人,推荐,4,2022-11-04 09:23,08~13时
7,孙玉梅,30,女,5911,10069555199476,时尚服装,时尚达人,购买,5,2023-02-14 17:18,13-20时
7,孙玉梅,30,女,5911,10046815840136,时尚服装,时尚达人,推荐,4,2023-02-20 06:46,00~08时
7,孙玉梅,30,女,5911,100045607730,时尚服装,时尚达人,分享,3,2022-09-19 22:55,20-23时
7,孙玉梅,30,女,5911,10068385971134,时尚服装,时尚达人,分享,3,2022-10-08 14:21,13-20时
7,孙玉梅,30,女,5911,100040566902,时尚服装,时尚达人,分享,3,2023-01-16 15:52,13-20时
7,孙玉梅,30,女,5911,10068652394288,时尚服装,时尚达人,分享,3,2023-01-13 08:45,00~08时
7,孙玉梅,30,女,5911,10034547484108,时尚服装,时尚达人,收藏,2,2023-01-08 13:29,08~13时
7,孙玉梅,30,女,5911,10060657334550,时尚服装,时尚达人,浏览,1,2022-12-29 10:17,08~13时
